,Unnamed: 0.1,Unnamed: 0,Review,Rating
102,102,102,First I would like to thank flipcart for sending this great product in 3 days . REVIEW -... I BOUGHT IT IN 32K IN BIG BILLION DAYS SALE .1. The looks of this laptop is great and nyc.2. Speed is fantastic running like butter on daily         usese remember it is not a gaming laptop so don't try heavy software. I install a android emulator on it and when I open the software I can clearly hear the noise of fan.3. it boot up in 6 second and off in 3 second thanks to nvme SSD remember there...,first would like thank flipcart send great product  day  review  bought  big billion day sale  look laptop great  speed fantast run like butter daili         uses rememb game laptop dont tri heavi softwar instal android emul open softwar clear hear nois  boot  second  second thank nvme ssd rememb
103,103,103,"The product is realy good and value for money battery life is not up to the mark but its ok in this price range .it is best for online class and study ,you can play small games but not a big game like pubg and gta 5 butin low setting you can play*Packing is also good very genuine packing was there it takes time to reboot for only 5 to 7 seconds In light usage its to fast for office work and study it is best",product reali good valu money batteri life mark ok price rang best onlin class studi play small game big game like pubg gta  butin low set playpack also good genuin pack take time reboot   second light usag fast offic work studi best
104,104,104,In this price range it's an amazing laptop. Don't think just go for it.😊1. Bilt quality is good. 4/52. Performance is amazing. 5/53. Display is great. 5/54. Battery is decent. 4/55. It's an best laptop for students. work and multimedia consumption.😊 6. And it's ryzen 3 3250U prosessor is amazing and makes more fast with SSD storage. Loved it😊🔥,price rang amaz laptop dont think go it😊 bilt qualiti good  perform amaz  display great  batteri decent  best laptop student work multimedia consumption😊  ryzen   prosessor amaz make fast ssd storag love it😊🔥
105,105,105,Awesome Laptop good for office normally work in word & Excel Hard more work for office need costly laptop otherwise this Awesome for normally work in Office,awesom laptop good offic normal work word  excel hard work offic need cost laptop otherwis awesom normal work offic
106,106,106,"My 7 days review and I upgraded to Windows 111.Except VGA camera, everything is good.2.It get heated when u do heavy work. I think every laptop get heated when CPU usage more Power.3.I am using for programing n tools I use are VS code, Postman n also chrome (8-9 tabs), still no lags.4.All above observation is of 4gb of ram so I will update my ram by 8gb. 5.Also I play Asphalt 9 still no lags.6.My frd have i3 10th gen laptop and I buy Ryzen 3 laptop. Trust me Ryzen 3 gives me great perfo...", day review upgrad window  vga camera everyth  get heat u heavi work think everi laptop get heat cpu usag  use program n tool use vs code postman n also chrome  tab still  observ  ram updat ram   play asphalt  still  frd   gen laptop buy ryzen  laptop trust ryzen  give great perfo
107,107,107,"Attractive design .Very fast booting ,it takes only 5-7 second.No lags by multiple work .Display is good .It is best for daily task but not for gaming.",attract design fast boot take  secondno lag multipl work display good best daili task game
108,108,108,"Best battery life, best performance (boots fast), fingerprint sensor is fast,full hd display etc. Everything is good in price range. One thing I miss is a Bakelite keyboard. Very good are these VivoBook lineup laptops. Using from last 5 days. Let's see after months how it will work.",best batteri life best perform boot fast fingerprint sensor fastful hd display etc everyth good price rang one thing miss bakelit keyboard good vivobook lineup laptop use last  day let see month work
109,109,109,A great mid range laptop with form factor even better than MacBook Air. It comes with a great display and 11th Gen i5 processor packed with 16GB dual channel Ram which makes it a complete package overall.,great mid rang laptop form factor even better macbook air come great display  gen  processor pack  dual channel ram make complet packag overal
110,110,110,"Sturdy, nice display, best performance",sturdi nice display best perform
111,111,111,Wonderful product,wonder product
112,112,112,"It's just amazing! Let me get the details here:• At this price it will be the best buy for office/casual use, average gaming (Haven't played any high res games yet).• It has 1 SSD 256GB and 1 HDD of 1TB. Windows is installed in SSD so the loading time (from turned off to start) is near about 5-7 seconds.• Usable Ram is around 5.86GB. 8GB is installed in one slot so another one is free to get another ram installed.• It is very light. It doesn't have a CD drive. Honestly, I don't think any...",amaz let get detail here• price best buy officecasu use averag game havent play high res game yet•  ssd   hdd  window instal ssd load time turn start near  seconds• usabl ram around   instal one slot anoth one free get anoth ram installed• light doesnt cd drive honest dont think
113,113,113,"Product is good but the fan is running continuously, its little annoying if you live in a quiet peaceful area.Second thing I have mention is the build quality of the product. Its made of plastic, not the best one but little low in quality. Otherwise it is a good product, good display, good performance, good battery life, soun of the speakers are also loud. I'm satisfied with this product.",product good fan run continu littl annoy live quiet peac areasecond thing mention build qualiti product made plastic best one littl low qualiti otherwis good product good display good perform good batteri life soun speaker also loud im satisfi product
