,Unnamed: 0.1,Unnamed: 0,Review,Rating
925,925,925,"Best mobile for in this price range, Battery backup is highlight. Better go with this mobile in budget category from best brand. Absolutely perfect mobile.",best mobil price rang batteri backup highlight better go mobil budget categori best brand absolut perfect mobil
926,926,926,"Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsung",camera good batteri good  fingur unlock sensor good fast thick due larg batteri phone slim phone lover phone good price also good  good job samsung
927,927,927,Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.,overal good valu money everyth perfect except take  half hour take full batteri charg pain samsung work
928,928,928,"Personally i feel the design of this phone is very nice and impressive. Camera quality is good in this price point.Performance is also good in this range Battery life is good but it doesn't support fast charging so i didn't feel good about it. Display isn't  good  ,cheap display i am very Disappoint for it..... Overall you can buy this but if you want good display so don't buy it.",person feel design phone nice impress camera qualiti good price pointperform also good rang batteri life good doesnt support fast charg didnt feel good display isnt  good  cheap display disappoint overal buy want good display dont buy
929,929,929,This phone is really a nice product.Smooth and easy movement and touch..camera quality is also soo nice. It has fast charging mode and keeps the charge for extended period of time..There is also fingerprint lock (the main switch) Totally the phone is too much for the money❤😌,phone realli nice productsmooth easi movement touchcamera qualiti also soo nice fast charg mode keep charg extend period timether also fingerprint lock main switch total phone much money❤😌
930,930,930,Best fine for this budget front camera should be improved little bit / best for one who choose brand value but for those who look for options moto g30 and poco m3 is good,best fine budget front camera improv littl bit  best one choos brand valu look option moto  poco  good
931,931,931,Nice and descent phone in affordable price  very amazing i like it,nice descent phone afford price  amaz like
932,932,932,Galaxy m12 display not good TFT penal very bad cemara not good in price othar mobile mor fuchars and cemara quality very good  I don't like m series,galaxi  display good tft penal bad cemara good price othar mobil mor fuchar cemara qualiti good  dont like seri
933,933,933,thanks to flipkart and delivery boy I got delivered within 5 days very fast nice mobile display also big and cute according to the price I like it  .I am very haapy,thank flipkart deliveri boy got deliv within  day fast nice mobil display also big cute accord price like  haapi
934,934,934,Worst phone.  Damn damn heavy and camera quality is worst.,worst phone  damn damn heavi camera qualiti worst
935,935,935,"Overall phone is good in the price range.But obviously for the gaming purpose not a good one, can be used as a good device for working or for our parents who dont use high end apps.",overal phone good price rangebut obvious game purpos good one use good devic work parent dont use high end app
936,936,936,"Phine is okay 🆗 in this budget.. but if want to purchase moto g31 is better than m12.. 18 watt charger,, amoled display and gud camera quality ...",phine okay 🆗 budget want purchas moto  better   watt charger amol display gud camera qualiti 
937,937,937,Very nice Flipkart..,nice flipkart
938,938,938,Good camera,good camera
939,939,939,"Awesome phone at this price range. The battery life is superb, it takes impressive photos, a bit heavy but overall its worth the price.",awesom phone price rang batteri life superb take impress photo bit heavi overal worth price
940,940,940,It is very awesome Mobile for free fire and it has game launcher and other features it is has hdr screen and battery life is 1 day it's real it very powerful because of the processor and it camera is very nice and it's look good 👍😀👌😄😊😎👍,awesom mobil free fire game launcher featur hdr screen batteri life  day real power processor camera nice look good 👍😀👌😄😊😎👍
941,941,941,I am writing this review after using this phone for 2 months. This is my 4th smart phone from Samsung. From my experience I would say this phone is one of the worst product ever from Samsung. Never go for this product. 2010's 2 magapixal nokia phone cameras were far far better than this phone camera. Also the phone is very slow. Very less features are being integrated with this phone. The battery hardly last upto 12-18 hours for normal internet surfing and calls. I urge samsung should stop su...,write review use phone  month  smart phone samsung experi would say phone one worst product ever samsung never go product   magapix nokia phone camera far far better phone camera also phone slow less featur integr phone batteri hard last upto  hour normal internet surf call urg samsung stop su
942,942,942,"Totally dissapointed .. I was using one plus 5 and  after so much recommendations from my friends,  I finally decided to go for Samsung after 10-15 years or so, but earlier decisions were better.. totally unhappy with the touch ,sometimes it's ultra sensitive and sometimes it's totally unresponsive. No fast charging .  Whatever Samsung claims but it takes life time  for complete charging.No use of Samsung apps and app store..such a waste of memory ..Weight of the mobile is too much .. i...",total dissapoint  use one plus   much recommend friend  final decid go samsung  year earlier decis better total unhappi touch sometim ultra sensit sometim total unrespons fast charg   whatev samsung claim take life time  complet chargingno use samsung app app storesuch wast memori weight mobil much 
943,943,943,"Here's a review of Samsung galaxy m12 after use of 15 days this might help you.I got this phone next day of my order, fast delivery by flipcart. Camera is fine, but battery is awesome I literally used 13 hours after full charge and battery goes to 14% which also includes 7 hours watching videos ,2 hours music, 2 hours online games,  and 2 hours other apps, so yah it is a battery efficient phone. I felt it little bit heavier than other phones. Processor used in this phone is okay like equiva...",here review samsung galaxi  use  day might help youi got phone next day order fast deliveri flipcart camera fine batteri awesom liter use  hour full charg batteri goe  also includ  hour watch video  hour music  hour onlin game   hour app yah batteri effici phone felt littl bit heavier phone processor use phone okay like equiva
944,944,944,Camera working not sertify,camera work sertifi
945,945,945,I like the phone value for money,like phone valu money
946,946,946,It's nice,nice
947,947,947,"Good,l gifted my husband new mobile phone and he is very happy 💑👫",goodl gift husband new mobil phone happi 💑👫
948,948,948,Nice phone 📱👌not heating,nice phone 📱👌not heat
949,949,949,Best Samsung phone in this price range.Good battery back up.Decent Display.Fast fingerprint sensor.Rear camera quality is good.front camera is not up to the mark.90 Hz refresh rate is good.Good user interface.updated to one ui 3.1.there are some pre installed apps which can only be disabled.sound quality is low comparing with other smartphones in same price segment.using in low screen bightness noticed screen flickering.There is no screen protector or case in the box.Takes 160 minutes for ful...,best samsung phone price rangegood batteri back updec displayfast fingerprint sensorrear camera qualiti goodfront camera  hz refresh rate goodgood user interfaceupd one ui  pre instal app disabledsound qualiti low compar smartphon price segmentus low screen bight notic screen flickeringther screen protector case boxtak  minut ful
950,950,950,"Amazing smartphone. Camera , battery back up , display  , are awesome 👌. It has a little bit heating problem but not at all .Amazing smartphone for students becoz I'm using as a student .😊😊.It is heavy also , this is a bad point for this smartphone. But all good . ND I'm satisfied .Delivery was also good 👍. Thanks flipkart. 😊",amaz smartphon camera  batteri back  display   awesom 👌 littl bit heat problem amaz smartphon student becoz im use student 😊😊it heavi also  bad point smartphon good  nd im satisfi deliveri also good 👍 thank flipkart 😊
951,951,951,This smartphone is very good in camera and battery And value for money from Samsung with clean and smooth Ui and good battery life also,smartphon good camera batteri valu money samsung clean smooth ui good batteri life also
952,952,952,First I would like to thank you Flipkart for fastest delivery and yah the delivery guy is so cooperative and helpful Samsung phones are always best in performance and this one is also affordable and awesome phone,first would like thank flipkart fastest deliveri yah deliveri guy cooper help samsung phone alway best perform one also afford awesom phone
953,953,953,"Nice phone. We can rely on Samsung than any Chinese company like MI, Redmi, Poco, Realme, Vivo, Oppo etc.Little heavy and thick than others but best in this price range. Rear and front cameras are superb. Not has SAmoled display and you can't expect it in this price.6000 mah battery is just wow. Power packed phone.But the Charger is of 9V and there is mentioned that it is of 15V.It did justice with its price. Value for money and trust of Samsung.If you are willing for it, Go ahead 👍",nice phone reli samsung chines compani like mi redmi poco realm vivo oppo etclittl heavi thick other best price rang rear front camera superb samol display cant expect  mah batteri wow power pack phonebut charger  mention  justic price valu money trust samsungif will go ahead 👍
954,954,954,"Pros:-Battery backup is simply awesome. I got 8+ hours SOTPerformance is way better than Xiaomi and realme at this range. Bloatware free and no junk apps. Previously i was a Motorola User so i miss Moto tweaks, thats all. This gap is fulfilled by Samsung one UI. lots and lots of customisation.Samsung brand is trust. Phone is Durable and service centre are very helpfulThis is myth exynos are not good. Trust me, in real life in doesnt matter until and unless you do heavy gaming at very high...",prosbatteri backup simpli awesom got  hour sotperform way better xiaomi realm rang bloatwar free junk app previous motorola user miss moto tweak that gap fulfil samsung one ui lot lot customisationsamsung brand trust phone durabl servic centr helpfulthi myth exyno good trust real life doesnt matter unless heavi game high
955,955,955,"Best mobile for in this price range, Battery backup is highlight. Better go with this mobile in budget category from best brand. Absolutely perfect mobile.",best mobil price rang batteri backup highlight better go mobil budget categori best brand absolut perfect mobil
956,956,956,"Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsung",camera good batteri good  fingur unlock sensor good fast thick due larg batteri phone slim phone lover phone good price also good  good job samsung
957,957,957,Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.,overal good valu money everyth perfect except take  half hour take full batteri charg pain samsung work
958,958,958,"Personally i feel the design of this phone is very nice and impressive. Camera quality is good in this price point.Performance is also good in this range Battery life is good but it doesn't support fast charging so i didn't feel good about it. Display isn't  good  ,cheap display i am very Disappoint for it..... Overall you can buy this but if you want good display so don't buy it.",person feel design phone nice impress camera qualiti good price pointperform also good rang batteri life good doesnt support fast charg didnt feel good display isnt  good  cheap display disappoint overal buy want good display dont buy
959,959,959,I like this product 😍 battery backup is so good. Camera quality is normal as given. Display is 10/10. Phone size is normal. Faster delivery. I ordered on 17th delivery date on 23th but I got it on 20th . Thank you flipkart,like product 😍 batteri backup good camera qualiti normal given display  phone size normal faster deliveri order  deliveri date  got   thank flipkart
960,960,960,nice product. value for money. super fast delivery. nice behaviour of delivery boy.,nice product valu money super fast deliveri nice behaviour deliveri boy
961,961,961,good jio phone is better if you want to only for call is best you can buy it.  ..,good jio phone better want call best buy  
962,962,962,very good phone if you don't want to be a smart phone addict.. good phone for business and definitely a lots better than any Nokia phones that have low earpiece volume problems..,good phone dont want smart phone addict good phone busi definit lot better nokia phone low earpiec volum problem
963,963,963,Super Mobile phon. I like it. Thank you Flipkart,super mobil phon like thank flipkart
964,964,964,Good Quality,good qualiti
965,965,965,Very nice mobil,nice mobil
966,966,966,Fantastic Phone By Samsung. Superb Battery Backup. Color is also very Nice. and Super Fast Delivery by filpkart. Thank You flipkart.,fantast phone samsung superb batteri backup color also nice super fast deliveri filpkart thank flipkart
967,967,967,"The phone is awesome. Battery life is long lasting..If charged once, the battery stays for atleast 2-3 days for a normal user. The phone is strong enough to not break even if it falls down on a bit harder surface. Lol😅Btw, delivery is super fast @Flipkart. I ordered the phone on 26th June afternoon and received it on 28th June morning. Thanx @Flipkart.",phone awesom batteri life long lastingif charg batteri stay atleast  day normal user phone strong enough break even fall bit harder surfac lol😅btw deliveri super fast flipkart order phone  june afternoon receiv  june morn thanx flipkart
968,968,968,Excellent product for the paid money.. good phone for old aged people.. simple and easy for them to use...,excel product paid money good phone old age peopl simpl easi use
969,969,969,"Awesome phone in price range, thank you flipkart for fast and safe delivery, it's really superb phone",awesom phone price rang thank flipkart fast safe deliveri realli superb phone
970,970,970,Thanks flipcart to its beautiful service nice product,thank flipcart beauti servic nice product
971,971,971,Very good product from samsung.. Iam just loving it mobile is like butter no issues in mobile its totally money worth it best mobile from samsung and great service from flipkart💖,good product samsung iam love mobil like butter issu mobil total money worth best mobil samsung great servic flipkart💖
972,972,972,Good,good
973,973,973,Worst mobile. Getting hanged everyday. Not user friendly,worst mobil get hang everyday user friend
974,974,974,Front camera is very poor. Don't buy it,front camera poor dont buy
975,975,975,Worst product,worst product
976,976,976,Samsung Galaxy M 32 is very bad phone,samsung galaxi  bad phone
977,977,977,Good,good
978,978,978,It's nice,nice
979,979,979,"Awesome phone at this price range. The battery life is superb, it takes impressive photos, a bit heavy but overall its worth the price.",awesom phone price rang batteri life superb take impress photo bit heavi overal worth price
980,980,980,It is very awesome Mobile for free fire and it has game launcher and other features it is has hdr screen and battery life is 1 day it's real it very powerful because of the processor and it camera is very nice and it's look good 👍😀👌😄😊😎👍,awesom mobil free fire game launcher featur hdr screen batteri life  day real power processor camera nice look good 👍😀👌😄😊😎👍
981,981,981,I am writing this review after using this phone for 2 months. This is my 4th smart phone from Samsung. From my experience I would say this phone is one of the worst product ever from Samsung. Never go for this product. 2010's 2 magapixal nokia phone cameras were far far better than this phone camera. Also the phone is very slow. Very less features are being integrated with this phone. The battery hardly last upto 12-18 hours for normal internet surfing and calls. I urge samsung should stop su...,write review use phone  month  smart phone samsung experi would say phone one worst product ever samsung never go product   magapix nokia phone camera far far better phone camera also phone slow less featur integr phone batteri hard last upto  hour normal internet surf call urg samsung stop su
982,982,982,"Totally dissapointed .. I was using one plus 5 and  after so much recommendations from my friends,  I finally decided to go for Samsung after 10-15 years or so, but earlier decisions were better.. totally unhappy with the touch ,sometimes it's ultra sensitive and sometimes it's totally unresponsive. No fast charging .  Whatever Samsung claims but it takes life time  for complete charging.No use of Samsung apps and app store..such a waste of memory ..Weight of the mobile is too much .. i...",total dissapoint  use one plus   much recommend friend  final decid go samsung  year earlier decis better total unhappi touch sometim ultra sensit sometim total unrespons fast charg   whatev samsung claim take life time  complet chargingno use samsung app app storesuch wast memori weight mobil much 
983,983,983,"Here's a review of Samsung galaxy m12 after use of 15 days this might help you.I got this phone next day of my order, fast delivery by flipcart. Camera is fine, but battery is awesome I literally used 13 hours after full charge and battery goes to 14% which also includes 7 hours watching videos ,2 hours music, 2 hours online games,  and 2 hours other apps, so yah it is a battery efficient phone. I felt it little bit heavier than other phones. Processor used in this phone is okay like equiva...",here review samsung galaxi  use  day might help youi got phone next day order fast deliveri flipcart camera fine batteri awesom liter use  hour full charg batteri goe  also includ  hour watch video  hour music  hour onlin game   hour app yah batteri effici phone felt littl bit heavier phone processor use phone okay like equiva
984,984,984,Camera working not sertify,camera work sertifi
985,985,985,I like the phone value for money,like phone valu money
986,986,986,It's nice,nice
987,987,987,"Good,l gifted my husband new mobile phone and he is very happy 💑👫",goodl gift husband new mobil phone happi 💑👫
988,988,988,Nice phone 📱👌not heating,nice phone 📱👌not heat
989,989,989,Super mobile nd processer,super mobil nd process
990,990,990,Nice,nice
991,991,991,Nice,nice
992,992,992,Awosome look and great working of this phone And camera outstanding,awosom look great work phone camera outstand
993,993,993,Very good phone nice working,good phone nice work
994,994,994,Not Bad,bad
995,995,995,Ok,ok
996,996,996,Nice,nice
997,997,997,Very Very Good Mobile,good mobil
998,998,998,Good,good
999,999,999,Nice product,nice product
1000,1000,1000,Good,good
1001,1001,1001,Iam happy,iam happi
1002,1002,1002,Overall looks very classy. I was able to transfer all my data including apps from my old device. The battery is taking little time to charge. Will check performance of few days usage. Value for money for this price and Samsung,overal look classi abl transfer data includ app old devic batteri take littl time charg check perform day usag valu money price samsung
1003,1003,1003,Normal user 100% Best choice WhatsApp👌Youtub👌Fb👌Noramal games 👌Movies. 👌Best 100% good choice ❤I love this product.. ❤Samsung ❤,normal user  best choic whatsapp👌youtub👌fb👌noram game 👌movi 👌best  good choic ❤i love product ❤samsung ❤
1004,1004,1004,Phone is very good  . I am so very very happy.,phone good   happi
1005,1005,1005,Nice,nice
1006,1006,1006,Camera quality is very good,camera qualiti good
1007,1007,1007,"Very good and awesome phone ,comparing to the price range",good awesom phone compar price rang
1008,1008,1008,Nice product 👌,nice product 👌
1009,1009,1009,"The pricing at which this mobile is available , we expect more from samsung it is a trusted brand so customer expectations are high from this brand and it is obvious.CAMERA:Camera quality is very poor perhaps samsung offering a 64mp main camera, and i think it will be improved with minor software updates.DISPLAY:It is offering a TFT display but display quality is excellent also colour reproduction is far better than other IPS LCD displays,but if they provide a S-AMOLED that will become aw...",price mobil avail  expect samsung trust brand custom expect high brand obviouscameracamera qualiti poor perhap samsung offer  main camera think improv minor softwar updatesdisplayit offer tft display display qualiti excel also colour reproduct far better ip lcd displaysbut provid samol becom aw
1010,1010,1010,Great phone.its good in all segment.prformance is good.display is very bright.sound is good overall it is a good phone. I am using this phone from last one week.i had no issue facing.Pros1.64 mp back camera is stunning.takes good photos2.night mode is superb.takes very bright photos3.display is good.very colorful.4.performence.m tek dimensity 700 rocking.5.selfee 8 mp camera good6.battery performance is good.it last for a day insel heavy use.7.charging is fast.8.network coverage  is...,great phoneit good segmentprform gooddisplay brightsound good overal good phone use phone last one weeki issu  mp back camera stunningtak good  mode superbtak bright  goodveri  tek dimens    mp camera  perform goodit last day insel heavi   coverag 
1011,1011,1011,"Overall Good product from Samsung IT'S 5G PHONE WITH 12 BANDCAMERA IS VERY GOOD WITH NIGHT MODE And Also Has Slow motion video Recording Battery Back up is good It has some cool features like bedtime mode, eye comfort mode,wifi calling etc....It has latest Android version with good Security Like face lock , fingers print scanner......For for it if u need 5G",overal good product samsung  phone  bandcamera good night mode also slow motion video record batteri back good cool featur like bedtim mode eye comfort modewifi call etcit latest android version good secur like face lock  finger print scannerfor u need 
1012,1012,1012,Pros :Feel good mobile from Samsung. Processor is really good. I like the back camera. Worth for the money. Far better than Chinese mobiles.Cons :No Super Amoled displayFront camera is a vintage one ( 8mp )Screen shot method is primitive.,pros feel good mobil samsung processor realli good like back camera worth money far better chines mobilescon super amol displayfront camera vintag one   screen shot method primit
1013,1013,1013,Budget friendly good job by samsung👌🏻Excellent budget phone 👍🏻 very nice and beautiful colour matte aqua (blue)😍Exellent performance Back Camera exellent😎6Gb + 128Gb combination👌🏻I am very glad to own this phone only the disappointment  with the front Camera and the TFT display (wish i could get atleast 16MP front cam & amoled display it could be better)Although the phone is fabulous ❤😍,budget friend good job samsung👌🏻excel budget phone 👍🏻 nice beauti colour matt aqua blue😍exel perform back camera exellent😎   combination👌🏻i glad phone disappoint  front camera tft display wish could get atleast  front cam  amol display could betteralthough phone fabul ❤😍
1014,1014,1014,"Waste phone, even screen shot old type.Pls friends  don't buy these type phone",wast phone even screen shot old typepl friend  dont buy type phone
1015,1015,1015,Front camera very poor quality,front camera poor qualiti
1016,1016,1016,Front camera  very poor HD display not,front camera  poor hd display
1017,1017,1017,Lots of Hang issues...Battery gets drained very fastSound quality is very low & bad,lot hang issuesbatteri get drain fastsound qualiti low  bad
1018,1018,1018,A good phone but the front camera should be better though the processor is good at this price segment and the 90Hz display is really smooth. But just one thing The front camera should be better samsung should give at least 13 MP camera at this price segment,good phone front camera better though processor good price segment  display realli smooth one thing front camera better samsung give least  mp camera price segment
1019,1019,1019,"Light weight, very compact, stylish. keypad is awesome ! buttons were made with rubber finish .phone has good grip in hand. speaker loudness is average . earpiece sound quality is good . phone has some basic functions like timer,world clock,stop watch , converter etc...comes with Sudoku game. earphones which comes with the phone was good in both sound quality and loudness . SAR value is very low which is good for long talkers. overall this is best for those who wants a backup phone and those ...",light weight compact stylish keypad awesom  button made rubber finish phone good grip hand speaker loud averag  earpiec sound qualiti good  phone basic function like timerworld clockstop watch  convert etccom sudoku game earphon come phone good sound qualiti loud  sar valu low good long talker overal best want backup phone 
1020,1020,1020,"I bought this to gift to my mom. it's pretty light weight, slim, good batter backup and overall a nice mobile. The only thing I wish it had was auto update of time and date. Except that the mobile is very good. my mom loves it. (I'll update review after using it for a week or so)",bought gift mom pretti light weight slim good batter backup overal nice mobil thing wish auto updat time date except mobil good mom love ill updat review use week
1021,1021,1021,This is a brilliant choice if you are looking for a basic phone to avoid the distraction from the smartphone.The heilight of this product is the battery life (I got 10 days battery backup) and Call clarity; things we want to be perfect in a basic phone.Apart from that we have music player which will help you enjoy your loneliness....Altogether it was an astonishing purchase for me,brilliant choic look basic phone avoid distract smartphoneth heilight product batteri life got  day batteri backup call clariti thing want perfect basic phoneapart music player help enjoy lonelinessaltogeth astonish purchas
1022,1022,1022,I'm completely satisfied with the product. It is my first Samsung phone and bought only for talking purpose. I have selected golden colour snd it's looks like the same,im complet satisfi product first samsung phone bought talk purpos select golden colour snd look like
1023,1023,1023,"A brand is brand always.Samsung is the most trustworthy product.Everything is working fine and display looks awesome 👍Anyone can use this without any hesitation.Got adapter, earphones along with phoneFully satisfied with the product 😀",brand brand alwayssamsung trustworthi producteveryth work fine display look awesom 👍anyon use without hesitationgot adapt earphon along phone satisfi product 😀
1024,1024,1024,I bought this phone for my mother and i found that this was the best suitable phone for her . The phone has :Nice lookVery good sound qualityGood battery backupDecent screen sizeGood resolution .,bought phone mother found best suitabl phone  phone nice lookveri good sound qualitygood batteri backupdec screen sizegood resolut 
1025,1025,1025,Such a beautiful and functional device. Display is large for clear visibility of text. Rubber made keyboard easy to press. Gives you comfort while pressing. It has vibration functionality so no need to worry while you use it in silent mode. 800mah battery can easily last for 3-4 days. Dual sim so no need to worry. Excellent signal reception and clear ear piece quality. It has an inbuilt torch which can help you at night. Overall a great device packed with features. Guru 2 is really guru in th...,beauti function devic display larg clear visibl text rubber made keyboard easi press give comfort press vibrat function need worri use silent mode  batteri easili last  day dual sim need worri excel signal recept clear ear piec qualiti inbuilt torch help night overal great devic pack featur guru  realli guru th
1026,1026,1026,"I am very happy .this is good product it,s is a simple phone to calling and hearing masic only I like it. 5 day standby mod",happi good product simpl phone call hear masic like  day standbi mod
1027,1027,1027,It's good mobile.1. Good battery2. Best look3. Nice display4. Best keypad 5. headphone not work this phone6. best charger7. Very good sound quality8. dual sim and memory card support9. warranty card and userguide10. I love this phone,good  good  best  nice  best keypad  headphon work  best  good sound  dual sim memori card  warranti card  love phone
1028,1028,1028,nice product perfect phone to use calls ..looking like good charging is good value for money,nice product perfect phone use call look like good charg good valu money
1029,1029,1029,Good 👍😊,good 👍😊
1030,1030,1030,Back panel is damage,back panel damag
1031,1031,1031,Dummy phone this is,dummi phone
1032,1032,1032,Good working,good work
1033,1033,1033,It is a Best product. I am satisfied with samsung galaxy M 21. It is best in all the aspects of phone. No words to describe...for such a great product 🤩,best product satisfi samsung galaxi  best aspect phone word describefor great product 🤩
1034,1034,1034,Very happy nice good look good device M21,happi nice good look good devic 
1035,1035,1035,Wow this is so amazing phone I love it this phone thank you flipkart to deliver my samsung galaxy m21 phone,wow amaz phone love phone thank flipkart deliv samsung galaxi  phone
1036,1036,1036,Good mobile.charging and camera supper...,good mobilecharg camera supper
1037,1037,1037,very nice phone,nice phone
1038,1038,1038,Very good mobile who r wants to purchase go to this phoneVery good mobile for this price range,good mobil r want purchas go phoneveri good mobil price rang
1039,1039,1039,One of the best Smart phone,one best smart phone
1040,1040,1040,Waste mobile Over Heating,wast mobil heat
1041,1041,1041,Mobie is nice and flipcart service is good. Flipcart is give fast service and nice priducts.,mobi nice flipcart servic good flipcart give fast servic nice priduct
1042,1042,1042,Charging long time three horse,charg long time three hors
1043,1043,1043,"Nice budget phone.. Am a fan of Samsung and very happy to say that this time also, Samsung didn't disappoint me. A very good phone in this price range. Thank you Samsung and Flipkart. 👏🏻🙏👏🏻",nice budget phone fan samsung happi say time also samsung didnt disappoint good phone price rang thank samsung flipkart 👏🏻🙏👏🏻
1044,1044,1044,Phone is good but i think in this price range it should be more appealing like back side is not up to the standard. Overall ok phone. But i can not write more in performance as it has delivered to me today only,phone good think price rang appeal like back side standard overal ok phone write perform deliv today
1045,1045,1045,It's nice,nice
1046,1046,1046,Although the phone is good all over but the camera quality is pathetic,although phone good camera qualiti pathet
1047,1047,1047,Delightful 🤩,delight 🤩
1048,1048,1048,Good,good
1049,1049,1049,Worst and pathetic phone. Please I strongly recommend STOP buying Samsung phones. I bought this phone after 2weeks phone started hanging/slow. Couldn’t able to answer the calls due to slowness. DONT BUY,worst pathet phone pleas strong recommend stop buy samsung phone bought phone  phone start hangingslow couldn't abl answer call due slow dont buy
1050,1050,1050,This phone not good camera totally waste,phone good camera total wast
1051,1051,1051,Phone was hanging touch was not working properly.,phone hang touch work proper
1052,1052,1052,Average quality mobile..,averag qualiti mobil
1053,1053,1053,This phone is really a nice product.Smooth and easy movement and touch..camera quality is also soo nice. It has fast charging mode and keeps the charge for extended period of time..There is also fingerprint lock (the main switch) Totally the phone is too much for the money❤😌,phone realli nice productsmooth easi movement touchcamera qualiti also soo nice fast charg mode keep charg extend period timether also fingerprint lock main switch total phone much money❤😌
1054,1054,1054,Best fine for this budget front camera should be improved little bit / best for one who choose brand value but for those who look for options moto g30 and poco m3 is good,best fine budget front camera improv littl bit  best one choos brand valu look option moto  poco  good
1055,1055,1055,Nice and descent phone in affordable price  very amazing i like it,nice descent phone afford price  amaz like
1056,1056,1056,Galaxy m12 display not good TFT penal very bad cemara not good in price othar mobile mor fuchars and cemara quality very good  I don't like m series,galaxi  display good tft penal bad cemara good price othar mobil mor fuchar cemara qualiti good  dont like seri
1057,1057,1057,thanks to flipkart and delivery boy I got delivered within 5 days very fast nice mobile display also big and cute according to the price I like it  .I am very haapy,thank flipkart deliveri boy got deliv within  day fast nice mobil display also big cute accord price like  haapi
1058,1058,1058,Worst phone.  Damn damn heavy and camera quality is worst.,worst phone  damn damn heavi camera qualiti worst
1059,1059,1059,"Overall phone is good in the price range.But obviously for the gaming purpose not a good one, can be used as a good device for working or for our parents who dont use high end apps.",overal phone good price rangebut obvious game purpos good one use good devic work parent dont use high end app
1060,1060,1060,"Phine is okay 🆗 in this budget.. but if want to purchase moto g31 is better than m12.. 18 watt charger,, amoled display and gud camera quality ...",phine okay 🆗 budget want purchas moto  better   watt charger amol display gud camera qualiti 
1061,1061,1061,Very nice Flipkart..,nice flipkart
1062,1062,1062,Good camera,good camera
1063,1063,1063,It's a good phone if you are looking a 5g underbudget  and don't wanna buy Chinese brand. Definitely go for this then . Camera is also good but front camera is good when light is good and night camara mode is good  specially front and other things are fair enough.,good phone look  underbudget  dont wanna buy chines brand definit go  camera also good front camera good light good night camara mode good  special front thing fair enough
1064,1064,1064,The best 5G compatible smart phone with this price range. Loved it.,best  compat smart phone price rang love
1065,1065,1065,It's amazing phone I ever had of samsung I used A50s A21s as well as M21 series phone but over all its a good phone,amaz phone ever samsung use   well  seri phone good phone
1066,1066,1066,Good luking,good luke
1067,1067,1067,Very good phone,good phone
1068,1068,1068,"Just as samsung says this device is totally AWESOME!!!5g connectivity works great!With nightmode on at night it looks like day !!!Awesome display 90 hertz is buttery smooth Smooth and efficient ui Samsung did a great job on this phone Some people are complaining that the camera quality is poor that is because in the camera app the resolution is set to low by default to save space , you can change this in the camera settings.",samsung say devic total  connect work greatwith nightmod night look like day awesom display  hertz butteri smooth smooth effici ui samsung great job phone peopl complain camera qualiti poor camera app resolut set low default save space  chang camera set
1069,1069,1069,Good,good
1070,1070,1070,Awesome phone,awesom phone
1071,1071,1071,Best 5g mobile,best  mobil
1072,1072,1072,awesome,awesom
1073,1073,1073,"The pricing at which this mobile is available , we expect more from samsung it is a trusted brand so customer expectations are high from this brand and it is obvious.CAMERA:Camera quality is very poor perhaps samsung offering a 64mp main camera, and i think it will be improved with minor software updates.DISPLAY:It is offering a TFT display but display quality is excellent also colour reproduction is far better than other IPS LCD displays,but if they provide a S-AMOLED that will become aw...",price mobil avail  expect samsung trust brand custom expect high brand obviouscameracamera qualiti poor perhap samsung offer  main camera think improv minor softwar updatesdisplayit offer tft display display qualiti excel also colour reproduct far better ip lcd displaysbut provid samol becom aw
1074,1074,1074,Great phone.its good in all segment.prformance is good.display is very bright.sound is good overall it is a good phone. I am using this phone from last one week.i had no issue facing.Pros1.64 mp back camera is stunning.takes good photos2.night mode is superb.takes very bright photos3.display is good.very colorful.4.performence.m tek dimensity 700 rocking.5.selfee 8 mp camera good6.battery performance is good.it last for a day insel heavy use.7.charging is fast.8.network coverage  is...,great phoneit good segmentprform gooddisplay brightsound good overal good phone use phone last one weeki issu  mp back camera stunningtak good  mode superbtak bright  goodveri  tek dimens    mp camera  perform goodit last day insel heavi   coverag 
1075,1075,1075,"Overall Good product from Samsung IT'S 5G PHONE WITH 12 BANDCAMERA IS VERY GOOD WITH NIGHT MODE And Also Has Slow motion video Recording Battery Back up is good It has some cool features like bedtime mode, eye comfort mode,wifi calling etc....It has latest Android version with good Security Like face lock , fingers print scanner......For for it if u need 5G",overal good product samsung  phone  bandcamera good night mode also slow motion video record batteri back good cool featur like bedtim mode eye comfort modewifi call etcit latest android version good secur like face lock  finger print scannerfor u need 
1076,1076,1076,Pros :Feel good mobile from Samsung. Processor is really good. I like the back camera. Worth for the money. Far better than Chinese mobiles.Cons :No Super Amoled displayFront camera is a vintage one ( 8mp )Screen shot method is primitive.,pros feel good mobil samsung processor realli good like back camera worth money far better chines mobilescon super amol displayfront camera vintag one   screen shot method primit
